identity_key,project_code,alternate_identifier,first_observed_month,last_observed_month,number_of_months,consecutive_months,gaps,months_before_first_revision,months_before_last_revision,eligible_cutoffs_3m,eligible_cutoffs_6m
P:612845,612845,,2026-04,2026-07,4,4,0,3,3,1,0
P:612851,612851,,2025-07,2026-07,13,13,0,2,4,10,7
P:612853,612853,,2025-07,2026-07,13,13,0,,,10,7
P:612855,612855,N18000390,2025-07,2026-07,13,13,0,2,12,10,7
P:612856,612856,N18000395,2025-07,2026-02,8,8,0,2,5,5,2
P:612876,612876,,2025-07,2026-07,13,13,0,5,5,10,7
P:612877,612877,,2025-07,2026-07,13,13,0,6,6,10,7
P:612878,612878,,2026-04,2026-07,4,4,0,,,1,0
P:612883,612883,,2025-07,2026-07,13,13,0,,,10,7
P:612885,612885,N42000001,2025-07,2026-07,13,13,0,5,5,10,7
P:612894,612894,N42000011,2025-07,2026-07,13,13,0,5,5,10,7
P:612898,612898,,2025-07,2026-07,13,13,0,5,5,10,7
P:612916,612916,,2025-07,2026-07,13,13,0,,,10,7
P:612998,612998,,2025-07,2025-09,3,3,0,1,2,0,0
P:613002,613002,,2025-07,2026-07,13,13,0,,,10,7
P:613003,613003,,2025-07,2025-12,6,6,0,,,3,0
P:613008,613008,,2025-07,2026-07,13,13,0,,,10,7
P:613013,613013,,2025-07,2026-07,13,13,0,,,10,7
P:613015,613015,,2025-07,2026-07,13,13,0,,,10,7
P:613785,613785,,2025-07,2026-06,12,12,0,,,9,6
P:613786,613786,,2025-07,2026-06,12,12,0,,,9,6
P:613787,613787,,2025-07,2026-07,13,13,0,,,10,7
P:613788,613788,,2025-07,2025-07,1,1,0,,,0,0
P:613793,613793,N06000191,2025-07,2026-07,13,13,0,3,3,10,7
P:613794,613794,N06000277,2025-07,2026-07,13,13,0,,,10,7
P:613795,613795,,2025-07,2025-10,4,4,0,,,1,0
P:613798,613798,N06000123,2025-07,2026-07,13,13,0,,,10,7
P:613799,613799,N06000135,2025-07,2026-07,13,13,0,,,10,7
P:613800,613800,N06000232,2025-07,2026-07,13,13,0,8,8,10,7
P:613801,613801,N06000164,2025-07,2026-07,13,13,0,4,4,10,7
P:613802,613802,N06000125,2025-07,2026-07,13,13,0,5,5,10,7
P:613803,613803,N06000166,2025-07,2026-07,13,13,0,2,2,10,7
P:613804,613804,N06000250,2025-07,2026-07,13,13,0,,,10,7
P:613808,613808,N06000096,2025-07,2026-07,13,13,0,,,10,7
P:615183,615183,N06000208,2025-07,2026-07,13,13,0,,,10,7
P:615184,615184,N06000251,2025-07,2026-07,13,13,0,,,10,7
P:615185,615185,N06000257,2025-07,2026-07,13,13,0,,,10,7
P:615186,615186,N06000206,2025-07,2026-07,13,13,0,11,11,10,7
P:615187,615187,N06000260,2025-07,2026-07,13,13,0,,,10,7
P:615188,615188,N06000255,2025-07,2026-07,13,13,0,,,10,7
P:615189,615189,N06000253,2025-07,2026-07,13,13,0,11,11,10,7
P:615190,615190,N06000252,2025-07,2026-07,13,13,0,,,10,7
P:615191,615191,N06000274,2025-07,2026-07,13,13,0,,,10,7
P:615192,615192,N06000264,2025-07,2026-07,13,13,0,11,11,10,7
P:615193,615193,N06000112,2025-07,2026-04,10,10,0,,,7,4
P:615194,615194,N06000265,2025-07,2026-07,13,13,0,,,10,7
P:615195,615195,N06000266,2025-07,2026-07,13,13,0,,,10,7
P:615199,615199,N06000267,2025-07,2026-07,13,13,0,,,10,7
P:615202,615202,,2025-07,2026-07,13,13,0,,,10,7
P:615206,615206,N06000183,2025-07,2026-07,13,13,0,11,11,10,7
P:615327,615327,N06000279,2025-07,2026-04,10,10,0,2,2,7,4
P:615330,615330,N06000282,2025-07,2026-07,13,13,0,,,10,7
P:615331,615331,,2025-07,2026-07,13,13,0,,,10,7
P:615332,615332,N18000391,2025-07,2026-07,13,13,0,2,8,10,7
P:615333,615333,N18000393,2026-02,2026-07,6,6,0,1,1,3,0
P:615334,615334,N18000394,2026-02,2026-07,6,6,0,1,1,3,0
P:615335,615335,N18000397,2025-07,2026-07,13,13,0,2,8,10,7
P:615336,615336,,2026-04,2026-07,4,4,0,,,1,0
P:615337,615337,N18000396,2025-07,2026-07,13,13,0,2,8,10,7
P:615338,615338,N18000401,2025-07,2026-07,13,13,0,2,2,10,7
P:615339,615339,N18000403,2026-02,2026-07,6,6,0,1,1,3,0
P:615340,615340,N18000404,2026-02,2026-07,6,6,0,1,5,3,0
P:615342,615342,N18000398,2025-07,2026-07,13,13,0,8,8,10,7
P:615343,615343,N18000402,2025-07,2026-07,13,13,0,,,10,7
P:615344,615344,N18000399,2025-07,2026-07,13,13,0,2,8,10,7
P:615345,615345,N18000400,2025-07,2026-07,13,13,0,2,8,10,7
P:615346,615346,N18000392,2025-07,2026-07,13,13,0,2,8,10,7
P:615347,615347,,2026-07,2026-07,1,1,0,,,0,0
P:615349,615349,N06000241,2025-07,2026-07,13,13,0,,,10,7
P:615818,615818,N06000259,2025-07,2026-07,13,13,0,,,10,7
P:615820,615820,N06000290,2025-07,2026-07,13,13,0,,,10,7
P:615821,615821,N06000291,2025-07,2026-07,13,13,0,,,10,7
P:615822,615822,N06000239,2025-07,2026-07,13,13,0,12,12,10,7
P:615843,615843,N06000186,2025-07,2026-07,13,13,0,12,12,10,7
P:615857,615857,N06000203,2025-07,2026-07,13,13,0,,,10,7
P:615858,615858,N06000213,2025-07,2026-07,13,13,0,,,10,7
P:615859,615859,,2025-07,2025-11,5,5,0,,,2,0
P:615860,615860,N06000202,2025-07,2026-07,13,13,0,,,10,7
P:615861,615861,N06000211,2025-07,2026-07,13,13,0,,,10,7
P:615862,615862,N06000258,2025-07,2026-07,13,13,0,,,10,7
P:615863,615863,N06000204,2025-07,2026-07,13,13,0,,,10,7
P:615864,615864,,2025-07,2025-11,5,5,0,,,2,0
P:615865,615865,N06000214,2025-07,2026-07,13,13,0,,,10,7
P:615914,615914,N06000205,2025-07,2026-07,13,13,0,,,10,7
P:615915,615915,,2026-04,2026-07,4,4,0,1,1,1,0
P:615916,615916,N06000271,2025-07,2026-07,13,13,0,,,10,7
P:615917,615917,N06000278,2025-07,2026-07,13,13,0,,,10,7
P:615918,615918,N06000256,2025-07,2026-07,13,13,0,,,10,7
P:615919,615919,N06000283,2025-07,2026-07,13,13,0,2,2,10,7
P:615982,615982,N06000154,2025-07,2026-07,13,13,0,11,11,10,7
P:616044,616044,N06000179,2025-07,2026-07,13,13,0,11,11,10,7
P:616050,616050,N06000226,2025-07,2026-07,13,13,0,11,11,10,7
P:616221,616221,,2026-05,2026-07,3,3,0,,,0,0
P:616223,616223,N06000219,2025-07,2026-07,13,13,0,11,11,10,7
P:616225,616225,N06000280,2025-07,2026-07,13,13,0,,,10,7
P:616226,616226,N06000289,2025-07,2026-07,13,13,0,,,10,7
P:616227,616227,,2025-07,2026-07,11,9,2,,,7,5
P:616229,616229,N06000284,2025-07,2026-07,13,13,0,2,2,10,7
P:616230,616230,N06000281,2025-07,2026-07,13,13,0,,,10,7
P:616231,616231,N06000286,2025-07,2026-07,13,13,0,,,10,7
P:616232,616232,N06000285,2025-07,2026-07,13,13,0,,,10,7
P:616233,616233,N06000288,2025-07,2026-07,13,13,0,,,10,7
P:616234,616234,N06000045,2025-07,2026-07,13,13,0,,,10,7
P:616235,616235,N16000538,2025-07,2026-02,8,8,0,,,5,2
P:616236,616236,N06000295,2025-07,2026-07,13,13,0,12,12,10,7
P:616253,616253,N06000287,2025-07,2026-07,13,13,0,,,10,7
P:616254,616254,,2025-07,2026-07,13,13,0,,,10,7
P:616586,616586,,2025-07,2026-07,12,10,1,,,9,6
P:616587,616587,,2025-07,2026-06,11,9,1,,,8,5
P:616588,616588,,2025-07,2026-07,12,10,1,,,9,6
P:616594,616594,,2025-07,2026-07,13,13,0,6,6,10,7
P:616600,616600,N30000027,2025-07,2026-07,13,13,0,6,6,10,7
P:616604,616604,N30000042,2025-07,2026-07,13,13,0,6,6,10,7
P:616605,616605,,2025-07,2026-07,13,13,0,10,10,10,7
P:616611,616611,N30000051,2025-07,2026-07,13,13,0,8,8,10,7
P:616612,616612,N30000050,2025-07,2026-07,13,13,0,,,10,7
P:616615,616615,N30000026,2025-07,2026-07,13,13,0,10,10,10,7
P:616616,616616,N30000035,2025-07,2026-07,13,13,0,10,10,10,7
P:616670,616670,N18000407,2025-09,2026-07,11,11,0,6,6,8,5
P:616671,616671,N18000408,2025-07,2026-07,13,13,0,8,8,10,7
P:616672,616672,N18000409,2025-07,2026-07,13,13,0,,,10,7
P:616691,616691,,2025-10,2026-07,10,10,0,2,2,7,4
P:616694,616694,,2025-07,2026-07,10,8,3,,,5,4
P:616695,616695,,2025-07,2026-07,13,13,0,,,10,7
P:616696,616696,,2025-07,2025-08,2,2,0,,,0,0
P:616697,616697,,2025-07,2026-07,13,13,0,,,10,7
P:616699,616699,,2025-07,2026-07,13,13,0,12,12,10,7
P:616701,616701,,2025-07,2026-07,13,13,0,,,10,7
P:616702,616702,,2025-07,2025-08,2,2,0,,,0,0
P:616839,616839,,2026-04,2026-07,4,4,0,3,3,1,0
P:616840,616840,,2025-07,2025-08,2,2,0,,,0,0
P:616841,616841,,2025-07,2026-07,13,13,0,10,10,10,7
P:616842,616842,,2025-07,2026-07,13,13,0,,,10,7
P:616843,616843,,2025-07,2026-07,13,13,0,10,10,10,7
P:616856,616856,,2025-07,2026-06,11,9,1,,,8,5
P:616857,616857,,2025-09,2026-07,11,11,0,,,8,5
P:616858,616858,N16000450,2025-07,2026-07,13,13,0,5,12,10,7
P:616879,616879,N16000536,2025-07,2026-07,13,13,0,,,10,7
P:616886,616886,,2025-07,2026-07,13,13,0,,,10,7
P:616933,616933,N16000540,2025-07,2026-07,13,13,0,12,12,10,7
P:616950,616950,,2025-07,2026-07,13,13,0,4,12,10,7
P:616983,616983,,2026-04,2026-07,4,4,0,,,1,0
P:617068,617068,N18000410,2025-07,2026-07,13,13,0,,,10,7
P:617069,617069,N18000411,2025-07,2026-07,13,13,0,,,10,7
P:617179,617179,N18000417,2025-07,2026-07,12,11,1,8,8,9,6
P:617181,617181,N18000415,2025-07,2026-07,13,13,0,2,8,10,7
P:617182,617182,N18000412,2025-07,2026-07,13,13,0,,,10,7
P:617183,617183,N18000416,2025-07,2026-07,13,13,0,,,10,7
P:617184,617184,N18000419,2025-07,2026-07,13,13,0,,,10,7
P:617185,617185,N18000413,2025-09,2026-07,11,11,0,6,6,8,5
P:617186,617186,N18000414,2025-09,2026-07,11,11,0,6,6,8,5
P:617188,617188,,2025-07,2026-07,13,13,0,10,10,10,7
P:617200,617200,,2025-07,2026-06,11,9,1,,,8,5
P:617201,617201,,2025-07,2026-06,11,9,1,3,3,8,5
P:617206,617206,,2025-09,2026-07,11,11,0,,,8,5
P:617207,617207,,2025-07,2026-07,13,13,0,,,10,7
P:617210,617210,,2025-07,2026-07,12,10,1,12,12,9,6
P:617211,617211,,2025-07,2026-06,12,12,0,,,9,6
P:617212,617212,,2025-07,2026-06,12,12,0,10,10,9,6
P:617213,617213,,2025-12,2026-07,8,8,0,,,5,2
P:617214,617214,,2025-07,2026-07,12,10,1,,,9,6
P:617215,617215,,2025-07,2026-07,13,13,0,,,10,7
P:617216,617216,,2025-07,2026-07,12,10,1,,,9,6
P:617221,617221,,2025-07,2026-07,13,13,0,,,10,7
P:617224,617224,,2025-07,2026-07,13,13,0,,,10,7
P:617225,617225,N28000157,2025-07,2026-07,13,13,0,8,8,10,7
P:617226,617226,N28000160,2025-07,2026-07,13,13,0,,,10,7
P:617231,617231,,2025-07,2026-07,11,10,2,,,8,5
P:617233,617233,N06000293,2025-07,2026-07,13,13,0,,,10,7
P:617239,617239,,2026-04,2026-07,4,4,0,2,3,1,0
P:617240,617240,,2025-07,2025-07,1,1,0,,,0,0
P:617242,617242,N12000138,2025-07,2026-07,13,13,0,,,10,7
P:617243,617243,N12000137,2025-07,2026-07,13,13,0,,,10,7
P:617245,617245,,2025-12,2026-07,8,8,0,7,7,5,2
P:617246,617246,N12000139,2025-07,2026-07,13,13,0,8,8,10,7
P:617248,617248,N12000141,2025-07,2026-07,13,13,0,10,10,10,7
P:617249,617249,N12000142,2025-07,2026-07,13,13,0,,,10,7
P:617250,617250,N12000143,2025-07,2026-07,13,13,0,10,10,10,7
P:617251,617251,N12000140,2025-07,2026-07,13,13,0,11,12,10,7
P:617252,617252,,2025-07,2026-07,13,13,0,12,12,10,7
P:617253,617253,N12000129,2025-07,2026-05,11,11,0,6,6,8,5
P:617254,617254,N12000135,2025-07,2026-07,13,13,0,7,7,10,7
P:617255,617255,N12000131,2025-07,2026-07,13,13,0,10,10,10,7
P:617256,617256,N12000134,2025-07,2026-07,13,13,0,4,10,10,7
P:617257,617257,N12000133,2025-07,2026-07,13,13,0,11,11,10,7
P:617269,617269,N18000423,2025-07,2026-07,13,13,0,2,10,10,7
P:617270,617270,N18000422,2025-07,2026-07,13,13,0,2,12,10,7
P:617271,617271,N18000421,2025-07,2026-07,13,13,0,2,9,10,7
P:617272,617272,N18000420,2025-07,2026-07,13,13,0,,,10,7
P:617278,617278,N06000294,2025-07,2026-07,13,13,0,,,10,7
P:617279,617279,,2025-07,2026-07,13,13,0,,,10,7
P:617280,617280,N10000015,2025-09,2026-07,11,11,0,,,8,5
P:617282,617282,,2025-07,2025-10,4,4,0,2,2,1,0
P:617284,617284,,2025-07,2026-06,12,12,0,,,9,6
P:617287,617287,,2025-07,2026-07,13,13,0,,,10,7
P:617288,617288,,2025-07,2026-07,13,13,0,,,10,7
P:617290,617290,,2025-09,2025-10,2,2,0,,,0,0
P:617299,617299,N06000292,2025-07,2026-07,13,13,0,11,11,10,7
P:617302,617302,N16000275,2025-07,2026-07,13,13,0,5,12,10,7
P:617303,617303,,2025-07,2025-08,2,2,0,,,0,0
P:617304,617304,,2025-07,2026-07,13,13,0,,,10,7
P:617320,617320,,2025-09,2025-10,2,2,0,,,0,0
P:617322,617322,,2025-07,2025-08,2,2,0,,,0,0
P:617326,617326,,2025-09,2026-07,11,11,0,3,10,8,5
P:617327,617327,,2025-09,2026-07,11,11,0,,,8,5
P:617333,617333,,2025-09,2026-07,11,11,0,,,8,5
P:617338,617338,,2025-09,2026-07,11,11,0,,,8,5
P:617345,617345,,2025-09,2026-06,10,10,0,,,7,4
P:617361,617361,,2025-09,2026-06,10,10,0,,,7,4
P:617364,617364,,2025-09,2026-07,11,11,0,,,8,5
P:617370,617370,,2025-09,2026-07,11,11,0,10,10,8,5
P:617372,617372,,2025-09,2026-07,10,9,1,4,4,7,4
P:617373,617373,,2025-09,2025-11,3,3,0,,,0,0
P:617374,617374,N22000602,2025-09,2026-06,10,10,0,2,2,7,4
P:617375,617375,,2025-09,2026-07,11,11,0,,,8,5
P:617379,617379,,2025-09,2026-06,10,10,0,2,3,7,4
P:617390,617390,,2025-09,2026-06,10,10,0,,,7,4
P:617391,617391,,2025-09,2026-07,11,11,0,6,6,8,5
P:617403,617403,,2025-09,2026-07,11,11,0,,,8,5
P:617404,617404,,2025-09,2026-07,11,11,0,,,8,5
P:617405,617405,,2025-09,2026-07,11,11,0,,,8,5
P:617406,617406,,2025-09,2026-06,10,10,0,,,7,4
P:617408,617408,,2025-09,2026-06,10,10,0,,,7,4
P:617409,617409,,2025-09,2026-07,11,11,0,3,3,8,5
P:617412,617412,,2026-07,2026-07,1,1,0,,,0,0
P:617413,617413,,2025-09,2026-07,11,11,0,2,9,8,5
P:617416,617416,,2025-09,2026-07,11,11,0,,,8,5
P:617422,617422,,2025-09,2026-07,11,11,0,,,8,5
P:617727,617727,,2026-04,2026-07,4,4,0,,,1,0
P:617729,617729,,2026-04,2026-07,4,4,0,,,1,0
P:617730,617730,,2025-10,2026-07,10,10,0,8,8,7,4
P:617764,617764,,2026-04,2026-07,4,4,0,,,1,0
P:617801,617801,,2025-10,2026-07,10,10,0,5,5,7,4
P:617802,617802,,2025-10,2026-07,10,10,0,,,7,4
P:617803,617803,,2025-10,2026-07,10,10,0,,,7,4
P:617804,617804,,2025-10,2026-07,10,10,0,,,7,4
P:617806,617806,,2025-11,2026-07,9,9,0,,,6,3
P:617807,617807,,2025-11,2026-07,9,9,0,,,6,3
P:617808,617808,,2025-11,2026-07,9,9,0,,,6,3
P:617818,617818,,2025-11,2026-07,9,9,0,4,4,6,3
P:617819,617819,,2025-11,2026-07,9,9,0,,,6,3
P:617822,617822,,2025-11,2026-07,9,9,0,,,6,3
P:617824,617824,,2025-11,2025-11,1,1,0,,,0,0
P:617827,617827,,2025-11,2026-07,9,9,0,,,6,3
P:617828,617828,,2025-11,2026-07,9,9,0,5,8,6,3
P:617829,617829,,2025-11,2026-07,9,9,0,6,6,6,3
P:617830,617830,,2025-11,2026-07,9,9,0,,,6,3
P:617832,617832,,2025-11,2026-07,9,9,0,,,6,3
P:617836,617836,,2025-11,2026-07,9,9,0,1,8,6,3
P:617837,617837,,2025-11,2026-07,9,9,0,1,6,6,3
P:617838,617838,,2025-11,2026-07,9,9,0,,,6,3
P:617839,617839,,2025-11,2026-07,9,9,0,1,1,6,3
P:617877,617877,,2025-11,2026-07,9,9,0,,,6,3
P:617878,617878,,2025-11,2026-07,9,9,0,,,6,3
P:617880,617880,,2026-04,2026-06,3,3,0,,,0,0
P:617882,617882,,2025-11,2026-07,9,9,0,,,6,3
P:617883,617883,,2025-11,2026-07,9,9,0,,,6,3
P:617885,617885,N24001441,2025-12,2026-07,8,8,0,3,7,5,2
P:617886,617886,N24001465,2025-12,2026-07,8,8,0,3,7,5,2
P:617887,617887,N24001411,2025-12,2026-06,7,7,0,1,6,4,1
P:617888,617888,,2026-02,2026-07,6,6,0,1,4,3,0
P:617889,617889,,2026-02,2026-07,6,6,0,1,4,3,0
P:617890,617890,,2026-01,2026-07,7,7,0,,,4,1
P:617891,617891,N24001866,2025-12,2026-05,6,6,0,1,3,3,0
P:617892,617892,N24001297,2025-12,2026-07,8,8,0,3,7,5,2
P:617893,617893,,2026-04,2026-07,4,4,0,,,1,0
P:617894,617894,,2026-02,2026-07,6,6,0,1,4,3,0
P:617895,617895,N24001840,2025-12,2026-07,8,8,0,3,3,5,2
P:617896,617896,N24002237,2026-02,2026-07,6,6,0,,,3,0
P:617897,617897,N24001879,2025-12,2026-07,8,8,0,3,7,5,2
P:617898,617898,,2026-02,2026-07,6,6,0,,,3,0
P:617899,617899,N24002136,2025-12,2026-07,8,8,0,3,3,5,2
P:617900,617900,N24001530,2025-12,2026-05,6,6,0,1,3,3,0
P:617901,617901,N24001528,2025-12,2026-07,8,8,0,1,6,5,2
P:617902,617902,,2026-02,2026-07,6,6,0,,,3,0
P:617904,617904,N24001862,2025-12,2026-07,8,8,0,3,7,5,2
P:617905,617905,N24001865,2025-12,2026-07,8,8,0,3,7,5,2
P:617906,617906,N24002118,2026-01,2026-07,7,7,0,,,4,1
P:617907,617907,N24001953,2025-12,2026-05,6,6,0,3,3,3,0
P:617908,617908,,2026-02,2026-07,6,6,0,,,3,0
P:617909,617909,,2026-02,2026-07,6,6,0,,,3,0
P:617911,617911,N24000513,2025-12,2026-07,8,8,0,3,6,5,2
P:617912,617912,,2026-02,2026-07,6,6,0,,,3,0
P:617913,617913,N24000987,2025-12,2026-07,8,8,0,3,4,5,2
P:617914,617914,,2026-02,2026-07,6,6,0,1,2,3,0
P:617915,617915,N24002019,2025-12,2026-06,6,5,1,3,6,3,1
P:617916,617916,,2026-01,2026-07,7,7,0,,,4,1
P:617917,617917,N24001883,2025-12,2026-05,5,4,1,,,2,0
P:617918,617918,,2026-07,2026-07,1,1,0,,,0,0
P:617919,617919,N24001227,2026-02,2026-07,6,6,0,1,1,3,0
P:617920,617920,,2026-02,2026-07,6,6,0,,,3,0
P:617921,617921,N24001858,2025-12,2026-07,8,8,0,3,5,5,2
P:617922,617922,,2026-02,2026-07,6,6,0,,,3,0
P:617923,617923,,2026-01,2026-07,7,7,0,,,4,1
P:617924,617924,N24001860,2025-12,2026-05,5,3,1,3,3,2,0
P:617925,617925,N24001861,2025-12,2026-07,8,8,0,3,7,5,2
P:617926,617926,,2026-01,2026-07,7,7,0,2,2,4,1
P:617927,617927,,2026-01,2026-07,7,7,0,2,2,4,1
P:617928,617928,N24002183,2025-12,2026-07,8,8,0,3,7,5,2
P:617929,617929,N24000781,2025-12,2026-07,8,8,0,3,3,5,2
P:617930,617930,N24001859,2025-12,2026-07,8,8,0,1,6,5,2
P:617931,617931,,2026-02,2026-07,6,6,0,1,5,3,0
P:617932,617932,N24001882,2025-12,2026-07,7,6,1,3,6,4,1
P:617933,617933,N24002174,2025-12,2026-05,5,4,1,,,2,0
P:617934,617934,N24001112,2025-12,2026-07,8,8,0,3,6,5,2
P:617935,617935,N24001938,2025-12,2026-07,8,8,0,3,3,5,2
P:617936,617936,N24000981,2025-12,2026-07,8,8,0,,,5,2
P:617937,617937,,2026-04,2026-07,4,4,0,,,1,0
P:617938,617938,,2026-01,2026-07,7,7,0,,,4,1
P:617939,617939,,2026-02,2026-07,6,6,0,4,4,3,0
P:617940,617940,N24002004,2025-12,2026-07,7,5,1,3,7,4,2
P:617941,617941,,2026-02,2026-07,6,6,0,,,3,0
P:617942,617942,N24002181,2025-12,2026-07,8,8,0,3,3,5,2
P:617943,617943,,2026-05,2026-07,3,3,0,,,0,0
P:617944,617944,N24001132,2025-12,2026-05,6,6,0,,,3,0
P:617945,617945,,2026-01,2026-07,7,7,0,,,4,1
P:617946,617946,N24000584,2026-01,2026-07,7,7,0,2,2,4,1
P:617947,617947,N24000585,2025-12,2026-07,8,8,0,3,3,5,2
P:617948,617948,N24001134,2025-12,2026-07,8,8,0,3,3,5,2
P:617949,617949,N24002145,2025-12,2026-06,7,7,0,,,4,1
P:617950,617950,,2026-01,2026-07,7,7,0,,,4,1
P:617951,617951,,2026-04,2026-07,4,4,0,,,1,0
P:617954,617954,N24001937,2025-12,2026-05,6,6,0,3,3,3,0
P:617955,617955,N24002012,2025-12,2026-07,8,8,0,3,3,5,2
P:617957,617957,N24002120,2025-12,2026-05,6,6,0,,,3,0
P:617958,617958,N24001876,2025-12,2026-07,8,8,0,3,7,5,2
P:617959,617959,N24001875,2025-12,2026-05,6,6,0,,,3,0
P:617960,617960,N24000874,2025-12,2026-07,7,6,1,3,6,4,1
P:617961,617961,N24000579,2025-12,2026-07,8,8,0,3,6,5,2
P:617962,617962,N24002165,2025-12,2026-07,8,8,0,,,5,2
P:617963,617963,N24002211,2026-01,2026-07,7,7,0,3,6,4,1
P:617964,617964,N24002199,2025-12,2026-07,8,8,0,,,5,2
P:617965,617965,N24001904,2025-12,2026-07,8,8,0,3,6,5,2
P:617966,617966,N24000382,2025-12,2026-07,8,8,0,3,7,5,2
P:617967,617967,,2026-02,2026-07,6,6,0,1,4,3,0
P:617968,617968,N24000779,2025-12,2026-07,8,8,0,3,3,5,2
P:617969,617969,N24002193,2025-12,2026-07,8,8,0,5,6,5,2
P:617970,617970,N24000775,2025-12,2026-05,6,6,0,3,3,3,0
P:617971,617971,,2026-02,2026-07,6,6,0,,,3,0
P:617972,617972,,2026-02,2026-07,6,6,0,,,3,0
P:617973,617973,N24001228,2026-02,2026-05,4,4,0,1,1,1,0
P:617974,617974,,2026-01,2026-07,7,7,0,,,4,1
P:617975,617975,N24000820,2025-12,2026-05,6,6,0,3,3,3,0
P:617976,617976,N24002182,2025-12,2026-07,8,8,0,6,7,5,2
P:617977,617977,,2026-02,2026-05,4,4,0,,,1,0
P:617978,617978,,2026-04,2026-07,4,4,0,,,1,0
P:617980,617980,N24000994,2025-12,2026-07,8,8,0,3,7,5,2
P:617981,617981,,2026-02,2026-05,4,4,0,1,2,1,0
P:617982,617982,N24000988,2025-12,2026-05,6,6,0,,,3,0
P:617983,617983,N24001925,2025-12,2026-07,8,8,0,3,7,5,2
P:617984,617984,N24000989,2025-12,2026-07,8,8,0,3,6,5,2
P:617985,617985,N24000983,2025-12,2026-07,8,8,0,3,4,5,2
P:617986,617986,N24001537,2025-12,2026-07,8,8,0,,,5,2
P:617987,617987,,2026-01,2026-07,7,7,0,,,4,1
P:617988,617988,,2026-01,2026-07,7,7,0,,,4,1
P:617989,617989,N24001450,2025-12,2026-07,8,8,0,3,5,5,2
P:617990,617990,N24002025,2025-12,2026-05,6,6,0,,,3,0
P:617991,617991,N24001278,2025-12,2026-07,8,8,0,3,6,5,2
P:617992,617992,N24001281,2025-12,2026-05,6,6,0,3,3,3,0
P:617993,617993,,2026-02,2026-05,4,4,0,1,1,1,0
P:617994,617994,N24001263,2025-12,2026-07,7,5,1,3,3,4,2
P:617995,617995,N24001323,2025-12,2026-07,8,8,0,3,6,5,2
P:617996,617996,N24002132,2025-12,2026-05,6,6,0,3,3,3,0
P:617997,617997,,2026-05,2026-07,3,3,0,,,0,0
P:617998,617998,N24000979,2025-12,2026-07,8,8,0,3,5,5,2
P:617999,617999,,2026-02,2026-07,6,6,0,1,4,3,0
P:618000,618000,N24001390,2025-12,2026-07,8,8,0,3,6,5,2
P:618001,618001,N24001416,2025-12,2026-07,8,8,0,3,4,5,2
P:618002,618002,N24001418,2025-12,2026-05,6,6,0,,,3,0
P:618003,618003,N24001419,2025-12,2026-07,8,8,0,3,7,5,2
P:618004,618004,N24001545,2026-02,2026-07,6,6,0,1,4,3,0
P:618005,618005,N24001647,2025-12,2026-06,7,7,0,3,6,4,1
P:618006,618006,N24001590,2025-12,2026-05,6,6,0,3,5,3,0
P:618007,618007,N24001792,2025-12,2026-05,6,6,0,3,5,3,0
P:618008,618008,N24001730,2025-12,2026-05,6,6,0,3,3,3,0
P:618009,618009,N24000331,2025-12,2026-07,8,8,0,3,7,5,2
P:618010,618010,,2026-02,2026-07,6,6,0,,,3,0
P:618011,618011,N24001527,2026-04,2026-07,4,4,0,1,2,1,0
P:618012,618012,N24002135,2025-12,2026-07,8,8,0,3,6,5,2
P:618013,618013,,2026-02,2026-07,6,6,0,1,4,3,0
P:618014,618014,,2026-02,2026-07,6,6,0,,,3,0
P:618015,618015,,2026-02,2026-07,6,6,0,1,1,3,0
P:618016,618016,,2026-02,2026-07,6,6,0,,,3,0
P:618017,618017,,2026-02,2026-07,6,6,0,1,1,3,0
P:618019,618019,N24001964,2025-12,2026-07,7,6,1,3,6,4,1
P:618020,618020,N24001965,2025-12,2026-07,7,6,1,3,6,4,1
P:618021,618021,,2026-01,2026-07,7,7,0,2,2,4,1
P:618022,618022,N24002118,2026-01,2026-07,7,7,0,2,3,4,1
P:618023,618023,N24001961,2025-12,2026-06,7,7,0,3,3,4,1
P:618024,618024,N24001960,2026-02,2026-07,6,6,0,1,4,3,0
P:618025,618025,N24000997,2025-12,2026-07,8,8,0,3,6,5,2
P:618026,618026,N24000996,2025-12,2026-05,6,6,0,3,4,3,0
P:618027,618027,,2026-02,2026-07,6,6,0,3,3,3,0
P:618028,618028,,2026-02,2026-07,6,6,0,,,3,0
P:618029,618029,N24001941,2025-12,2026-07,8,8,0,3,5,5,2
P:618030,618030,N24001940,2025-12,2026-06,7,7,0,3,3,4,1
P:618031,618031,N24002011,2025-12,2026-07,8,8,0,1,3,5,2
P:618033,618033,N24001375,2025-12,2026-06,7,7,0,3,3,4,1
P:618034,618034,N24002238,2026-02,2026-07,6,6,0,,,3,0
P:618035,618035,,2026-02,2026-07,6,6,0,2,2,3,0
P:618036,618036,,2026-02,2026-07,6,6,0,4,4,3,0
P:618037,618037,N24001934,2025-12,2026-07,8,8,0,3,6,5,2
P:618038,618038,,2026-01,2026-07,7,7,0,,,4,1
P:618039,618039,,2026-01,2026-07,7,7,0,,,4,1
P:618040,618040,,2026-02,2026-07,6,6,0,,,3,0
P:618041,618041,,2026-01,2026-07,7,7,0,,,4,1
P:618043,618043,,2026-02,2026-07,6,6,0,4,4,3,0
