project_code,identity_key,project_name,prediction_month,cutoff_target,future_target,target_change_month,shift_months,original_end_date,revised_end_date,december_2025_target,january_2026_target,february_2026_target,previous_report_target,march_2026_target,april_2026_target,next_report_target,source_file,source_page,source_section,label_value,sampled_for_source_review,source_months_verified,review_status,notes
618408,P:618408,Kargil Zanskar Road,2026-01,03/2025,07/2026,2026-03,16,01/2023,07/2026,03/2025,03/2025,,03/2025,07/2026,07/2026,07/2026,FlashReport_March_2026.pdf,116,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618409,P:618409,Widening & Up-gradation to 2 lane with Paved shoulder of NH-301 Kargil- Zanskar Road from Design km 57.000 Ex. Km. 57.905 to Km 87.000 Ex. Km. 88.2491 of 30.000 Km length Pkg-lll,2026-02,02/2025,07/2026,2026-03,17,01/2023,07/2026,02/2025,02/2025,02/2025,02/2025,07/2026,07/2026,07/2026,FlashReport_March_2026.pdf,116,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618085,P:618085,Upgradation of Nasrullagani-Rehti-Budhni Scction to 2-lane with paved shoulder from Km 0150 to Km 50500 of NH-146B in the state of Madhya Pradesh on EPC mode.,2026-02,02/2025,06/2026,2026-03,16,10/2024,06/2026,02/2025,02/2025,02/2025,02/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,117,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618622,P:618622,4L of Indore - Boregaon Pkg-III [Balwara to Dhangaon] from km. 42.260 to km. of NH347BG & 753L,2026-02,05/2025,05/2026,2026-03,12,04/2024,05/2026,05/2025,05/2025,05/2025,05/2025,05/2026,07/2026,07/2026,FlashReport_March_2026.pdf,117,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618654,P:618654,4L Greenfield Rudhi to Deshgaon Pkg V of Betul-Khandwa/Deshgaon,2026-02,03/2026,04/2026,2026-03,1,10/2025,04/2026,03/2026,03/2026,03/2026,03/2026,04/2026,09/2026,09/2026,FlashReport_March_2026.pdf,117,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618664,P:618664,Berkhedi to Godpehra on NH-44 Sagar link road,2026-02,08/2025,06/2026,2026-03,10,11/2024,06/2026,08/2025,08/2025,08/2025,08/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,117,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618665,P:618665,4L of Sagar - Mohari from Km.8 to Km.50 Pkg-I,2026-02,12/2025,04/2026,2026-03,4,04/2024,04/2026,04/2024,02/2025,12/2025,12/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,118,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618694,P:618694,Indore - Harda Pkg-I [Indore to Raghav Garh from km. 0.25 to km. 26.903],2026-02,07/2025,05/2026,2026-03,10,10/2024,05/2026,07/2025,07/2025,07/2025,07/2025,05/2026,06/2026,06/2026,FlashReport_March_2026.pdf,118,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618735,P:618735,4L of Chandesara to Khedakhajuriya from Km. 0.000 to - 750 & Km 0.000 to km 41.400 of NH-148NG Pkg-I,2026-02,12/2024,05/2026,2026-03,17,05/2024,05/2026,12/2024,12/2024,12/2024,12/2024,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,118,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618762,P:618762,Itarsi Km. 63.000 to Betul Km. 137.000 of NH-69 in Madhya Pradesh,2026-02,02/2025,04/2026,2026-03,14,02/2020,04/2026,,,02/2025,02/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,118,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617932,P:617932,Construction of New Four Lane Bypass to Parbhani City Parwa to Asola Km 463/265 to Km 481/180 Design Ch. 19220 to Ch. 34434 Length-15.214 Km section of NH-61 on EPC mode in the State of Maharashtra.,2026-02,05/2025,06/2026,2026-03,13,10/2024,06/2026,05/2025,,05/2025,05/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,119,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617934,P:617934,Nasratpur to Barasgaon section of NH-61 2L / 4L PS from Km.514/00 to 558/200,2026-02,12/2020,06/2026,2026-03,66,09/2019,06/2026,12/2020,12/2020,12/2020,12/2020,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,119,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617946,P:617946,Kashedi to Parshuram Ghat section of NH-66 from Km 161/600 - Km 205/400 - 4L PS,2026-02,12/2020,12/2025,2026-03,60,02/2020,12/2025,,12/2020,12/2020,12/2020,12/2025,12/2025,12/2025,FlashReport_March_2026.pdf,119,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617947,P:617947,Arawali Kante section of NH-17New NH-66 4L PS from Km.241/300 to 281/300,2026-02,02/2024,03/2026,2026-03,25,11/2019,03/2026,02/2024,02/2024,02/2024,02/2024,03/2026,03/2026,03/2026,FlashReport_March_2026.pdf,119,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617948,P:617948,Kante - Wakad section of NH-66 4L PS from Km.281/300 to 332/200,2026-02,03/2023,11/2025,2026-03,32,11/2019,11/2025,03/2023,03/2023,03/2023,03/2023,11/2025,11/2025,11/2025,FlashReport_March_2026.pdf,119,Table 6: All Ongoing Projects,1,True,2025-12;2026-01;2026-02;2026-03;2026-04,SOURCE_VERIFIED,2025-12:FlashReport_December_2025.pdf:p89=03/2023; 2026-01:FlashReport_January_2026.pdf:p109=03/2023; 2026-02:FlashReport_February_2026.pdf:p130=03/2023; 2026-03:FlashReport_March_2026.pdf:p119=11/2025; 2026-04:FlashReport_April2026.pdf:p124=11/2025
617965,P:617965,Kopargaon to Savali Vihir section,2026-02,09/2025,06/2026,2026-03,9,07/2024,06/2026,09/2025,09/2025,09/2025,09/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,119,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619100,P:619100,Dhangaon - Borgaon section km 81.000 to km 139.000 [Indore - Edlabad Pkg IV],2026-02,02/2025,05/2026,2026-03,15,08/2023,05/2026,,02/2025,02/2025,02/2025,05/2026,06/2026,06/2026,FlashReport_March_2026.pdf,119,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618089,P:618089,Rehabilitation & Up-gradation of Mudkhed to Nanded section from Km. 372000 to Km 388400 of NH 161A i.e. Nanded-Bhokar-Himayatnagar-Kinwat-Mahur-Arani Road Design chainage from Km 372000 Mudkhed to Km 387650 Nanded of NH 161A Length 15.65 Km to 2/4Lane with paved shoulders configuration in the State of Maharashtra on EPC mode.,2026-02,04/2025,06/2026,2026-03,14,04/2025,06/2026,,,04/2025,04/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,120,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618090,P:618090,Sarsam - Kothari of NH-161A - 2L PS from Km.33/00 to 90/00,2026-02,10/2022,11/2025,2026-03,37,06/2019,11/2025,10/2022,10/2022,10/2022,10/2022,11/2025,11/2025,11/2025,FlashReport_March_2026.pdf,120,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618094,P:618094,Pen to Khopoli 2LPS,2026-02,10/2022,12/2025,2026-03,38,12/2019,12/2025,10/2022,10/2022,10/2022,10/2022,12/2025,12/2025,12/2025,FlashReport_March_2026.pdf,120,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618097,P:618097,Guhagar - Rampur - 2L-PS - km 0/00 Guhagar to 26/230 Rampur and 40/00 Mirjoli to 53/600 Sati on NH-166E,2026-02,09/2022,08/2025,2026-03,35,06/2019,08/2025,09/2022,09/2022,09/2022,09/2022,08/2025,08/2025,08/2025,FlashReport_March_2026.pdf,121,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618098,P:618098,"Upgradation of exhisting 2 lane flexible pavement to 2 lane paved shoulders rigid pavement from design chainage Km 66.00 to Design Km 82.440 Start of Kolhapur Municipal corporation near Phulewadi to kale, design length 16.440 Km section on Talere Gaganbawada-Kolhapur road NH 166G in the state of Maharashtra on EPC mode",2026-02,05/2025,03/2026,2026-03,10,05/2024,03/2026,,,05/2025,05/2025,03/2026,03/2026,03/2026,FlashReport_March_2026.pdf,121,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618133,P:618133,Strengthening and Widening of road Sakoli- Wadsa-Armori-Gadchiroli-Ashti- Allapalli - Sironcha National highway NH 353C in Km 262/00 to 321/00 including 16 minor Bridges and 2 Major Bridge Total length 59 Km section from repanpalli to sironcha in,2026-02,07/2025,05/2026,2026-03,10,05/2024,05/2026,,,07/2025,07/2025,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,121,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618136,P:618136,Upgradatiobn and Rehabilitation of Section of NH 361 F from Parli 00/000 to Gangakhed 30/400 to Two Lanes with paved shoulder / Four lane configurations on EPC mode in the State of Maharashtra.,2026-02,08/2024,03/2026,2026-03,19,09/2023,03/2026,,,08/2024,08/2024,03/2026,03/2026,03/2026,FlashReport_March_2026.pdf,121,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618152,P:618152,Total project length 70.9 Km. (618150) (-) Mhaswad to Tembhurni section of NH-548C - 2L PS,2026-02,07/2019,12/2025,2026-03,77,07/2019,12/2025,07/2019,07/2019,07/2019,07/2019,12/2025,12/2025,12/2025,FlashReport_March_2026.pdf,121,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618172,P:618172,Paithan - Shirur section 2LPS Km 0.0 to,2026-02,03/2022,05/2026,2026-03,50,06/2019,05/2026,03/2022,03/2022,03/2022,03/2022,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,121,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618173,P:618173,Shirur-Kharda section from 55937 km to 114486 km to 2LPS/4L,2026-02,03/2022,09/2025,2026-03,42,06/2019,09/2025,03/2022,03/2022,03/2022,03/2022,09/2025,09/2025,09/2025,FlashReport_March_2026.pdf,121,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618177,P:618177,Pal Phata Phulambri - Khultabad 2LPS,2026-02,06/2021,12/2025,2026-03,54,12/2019,12/2025,06/2021,06/2021,06/2021,06/2021,12/2025,12/2025,12/2025,FlashReport_March_2026.pdf,122,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618468,P:618468,Vadodara Mumbai Expressway Phase II - Pkg XI [Km. 77.000 to Km. 103.400] Ganjad - Talsari,2026-02,01/2025,04/2026,2026-03,15,05/2024,04/2026,01/2025,01/2025,01/2025,01/2025,04/2026,04/2026,04/2026,FlashReport_March_2026.pdf,122,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618469,P:618469,Vadodara Mumbai Expressway Phase II - Pkg XIII [Km. 26.582 to Km. 50.700] Shirsad - Masvan,2026-02,06/2025,07/2026,2026-03,13,02/2024,07/2026,06/2025,06/2025,06/2025,06/2025,07/2026,07/2026,07/2026,FlashReport_March_2026.pdf,122,Table 6: All Ongoing Projects,1,True,2025-12;2026-01;2026-02;2026-03;2026-04,SOURCE_VERIFIED,2025-12:FlashReport_December_2025.pdf:p90=06/2025; 2026-01:FlashReport_January_2026.pdf:p111=06/2025; 2026-02:FlashReport_February_2026.pdf:p133=06/2025; 2026-03:FlashReport_March_2026.pdf:p122=07/2026; 2026-04:FlashReport_April2026.pdf:p127=07/2026
618470,P:618470,Vadodara Mumbai Expressway Phase II - Pkg XIV [Km. 3.000 to Km. 20.200 of Spur] Shirsad - Akloli,2026-02,06/2025,05/2026,2026-03,11,05/2024,05/2026,06/2025,06/2025,06/2025,06/2025,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,122,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618471,P:618471,Vadodara Mumbai Expressway Phase II - Pkg XV [Km. 20.200 to Km. 43.000 of Spur] Akloli - Amne,2026-02,11/2025,05/2026,2026-03,6,05/2024,05/2026,11/2025,11/2025,11/2025,11/2025,05/2026,06/2026,06/2026,FlashReport_March_2026.pdf,122,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618472,P:618472,Vadodara Mumbai Expressway Phase II - Pkg XVI [Km. 43.000 to Km. 69.800 of Spur] Amne - Bhoj,2026-02,06/2025,05/2026,2026-03,11,10/2024,05/2026,06/2025,06/2025,06/2025,06/2025,05/2026,06/2026,06/2026,FlashReport_March_2026.pdf,122,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618512,P:618512,Tunnel at Khambataki Ghat Section and its approaches from existing Km. 771.730 to existing Km.,2026-02,08/2025,08/2026,2026-03,12,02/2022,08/2026,08/2025,08/2025,08/2025,08/2025,08/2026,08/2026,08/2026,FlashReport_March_2026.pdf,123,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618555,P:618555,"Flyover at Km.544.650 including ROB, Service Roads ,Footpath for RCC drains on urban link to Nagpur -Raipur road Pardi octroi Naka to Itwari",2026-02,03/2019,04/2026,2026-03,85,03/2019,04/2026,03/2019,03/2019,03/2019,03/2019,04/2026,,,FlashReport_March_2026.pdf,123,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618588,P:618588,4L Mitigation Measure structures on CH/MH Border to Wainganga Bridge Section of NH-6 New NH-53,2026-02,01/2025,04/2026,2026-03,15,11/2023,04/2026,01/2025,01/2025,01/2025,01/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,123,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618638,P:618638,Tarsod - Fagne section of NH-6,2026-02,12/2023,04/2026,2026-03,28,07/2021,04/2026,,,12/2023,12/2023,04/2026,04/2026,04/2026,FlashReport_March_2026.pdf,123,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618653,P:618653,Loha-Waranga Section of NH-361 from km 187.800 to km,2026-02,06/2024,05/2026,2026-03,23,03/2021,05/2026,,,06/2024,06/2024,05/2026,03/2027,03/2027,FlashReport_March_2026.pdf,123,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618298,P:618298,Widening/Improvement of existing 2-Lane road to 4-Lane Divided Highway from Sekmai to Nilakuthi section of Imphal-Kohima Road Design Chainage from Km 297700 to Km 308729 of NH-39 New NH-02 in state of Manipur on EPC mode Pkg-5B,2026-02,06/2025,06/2026,2026-03,12,01/2023,06/2026,06/2025,06/2025,06/2025,06/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,124,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618300,P:618300,Improvement/Up-gradation of existing 2-Lane Road to 4-Lane Divided Highway from Taphukuki to Daili section of Imphal-Kohima road NH-02 Design Chainage from Km 262175 to Km 274610 in the state of Manipur on EPC mode Pkg-4A,2026-02,07/2025,08/2026,2026-03,13,04/2022,08/2026,07/2025,07/2025,07/2025,07/2025,08/2026,08/2026,08/2026,FlashReport_March_2026.pdf,124,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618302,P:618302,Widening/Improvement to 2-lane with earthen shoulder of Yaingangpokpi - Finch corner road section of NH-202 from Km 16.900 to Km 30.970 of NH-202 in the state of Manipur on EPC mode Package-2,2026-02,12/2025,06/2026,2026-03,6,06/2022,06/2026,12/2025,12/2025,12/2025,12/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,124,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619149,P:619149,4L of Ratnagiri - Kolhapur section of NH-166 from km 0.000 to km 19.769 and km 31.000 to km 67.140 Pkg I,2026-02,03/2026,06/2026,2026-03,3,11/2024,06/2026,,03/2026,03/2026,03/2026,06/2026,11/2026,11/2026,FlashReport_March_2026.pdf,124,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619163,P:619163,4L of Baramati to Indapur Pkg-II from km. 41.400 to km. 84.550 of NH-965G Saint Tukaram Marg,2026-02,05/2025,06/2026,2026-03,13,09/2023,06/2026,,05/2025,05/2025,05/2025,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,124,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619203,P:619203,Vadape to Thane from km 539.202 to km 563.000 section of NH-3 new NH-848,2026-02,03/2022,04/2026,2026-03,49,07/2021,04/2026,,,03/2022,03/2022,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,124,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
619209,P:619209,4L of existing 2/4L stretch from Lonand to Dive Ghat Km 166.400 to Km 220.900 of Mohol Alandi section of NH-965 Pkg - V,2026-02,03/2025,04/2026,2026-03,13,05/2024,04/2026,,,03/2025,03/2025,04/2026,04/2026,04/2026,FlashReport_March_2026.pdf,124,Table 6: All Ongoing Projects,1,True,2026-02;2026-03;2026-04,SOURCE_VERIFIED,2026-02:FlashReport_February_2026.pdf:p135=03/2025; 2026-03:FlashReport_March_2026.pdf:p124=04/2026; 2026-04:FlashReport_April2026.pdf:p128=04/2026
618303,P:618303,Widening/Improvement to 2-lane with earthen shoulder of Yaingangpokpi - Finch corner road section of NH-202 from Km 0.000 to Km 16.900 of NH-202 in the state of Manipur on EPC mode Package-1,2026-02,04/2025,04/2026,2026-03,12,06/2022,04/2026,04/2025,04/2025,04/2025,04/2025,04/2026,04/2026,04/2026,FlashReport_March_2026.pdf,125,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618334,P:618334,Widening to 2 Lane with Paved shoulder of lmphal to Jiribam section of NH-37 from Design Ch. from km 131.280 to km 169.570 on EPC mode in Manipur under NHO- TSP PKG-6,2026-02,05/2025,05/2026,2026-03,12,02/2025,05/2026,05/2025,05/2025,05/2025,05/2025,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,125,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618335,P:618335,Widening to 2 Lane with Paved shoulder of lmphal to Jiribam section of NH-37 from Design Ch. from Km 101280 Near Khongsang Village to Km 131280 near Puilon Kambiron Village on EPC Mode in Manipur PKG-5,2026-02,02/2026,06/2026,2026-03,4,05/2024,06/2026,02/2026,02/2026,02/2026,02/2026,06/2026,06/2026,06/2026,FlashReport_March_2026.pdf,125,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618336,P:618336,Widening to 2 -Lane with Paved shoulder of Imphal to Jiribam section of NH-37 from Design Chainage 66.110 km to 101.280 Km Existing Chainage km 67.496 to km 103.557 on EPC Mode in Manipur PKG-4,2026-02,08/2025,07/2026,2026-03,11,12/2023,07/2026,08/2025,08/2025,08/2025,08/2025,07/2026,07/2026,07/2026,FlashReport_March_2026.pdf,125,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618337,P:618337,Widening to 2 -Lane with Paved shoulder of Imphal to Jiribam section of NH-37 from Design Chainage 33.000 km to 66.390 Km Existing Chainage from km 33.395 to km 67.496 on EPC Mode in Manipur PKG-3,2026-02,07/2025,03/2026,2026-03,8,03/2023,03/2026,07/2025,07/2025,07/2025,07/2025,03/2026,03/2026,03/2026,FlashReport_March_2026.pdf,125,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618344,P:618344,Widening to 2-lane with Hard shoulder of Churachandpur to Tuivai Section of NH- 102B from Design Chainage 69.875 Km to 121.769 Km in the State of Manipur on EPC mode Package-3,2026-01,04/2025,12/2026,2026-03,20,08/2023,12/2026,04/2025,04/2025,,04/2025,12/2026,12/2026,12/2026,FlashReport_March_2026.pdf,125,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618345,P:618345,Widening to 2-lane with Hard shoulder of Churachandpur to Tuivai Section from Km 48.587 to Km 69.875 in the State of Manipur on EPC mode under NHO Package-2B,2026-01,02/2023,05/2026,2026-03,39,08/2022,05/2026,02/2023,02/2023,,02/2023,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,125,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618346,P:618346,Widening to 2-lane with Hard shoulder of Churachandpur to Tuivai Section of NH- 102B from km 32.835 to km 48.587 in the State of Manipur on EPC mode under NHO Package-2A,2026-02,02/2023,03/2026,2026-03,37,06/2022,03/2026,02/2023,02/2023,02/2023,02/2023,03/2026,03/2026,03/2026,FlashReport_March_2026.pdf,125,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618347,P:618347,Widening to 2-lane with Hard shoulder of Churachandpur to Tuivai Section of NH- 102B from km 13.747 to km 32.835 in the State of Manipur on EPC mode under NHO Package-1B,2026-02,04/2025,03/2026,2026-03,11,06/2022,03/2026,04/2025,04/2025,04/2025,04/2025,03/2026,03/2026,03/2026,FlashReport_March_2026.pdf,125,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
617885,P:617885,Rehabilitation and Up-gradation of Nongstoin Wahkaji section of Project Road Km 0000 to Km 43060 to Intermediate Lane with earthern shoulder under SARDP-NE Phase-A in the State of Meghalaya on EPC mode. Job No- SARDP-NE ong-Don-,2026-02,07/2024,05/2026,2026-03,22,08/2023,05/2026,07/2024,07/2024,07/2024,07/2024,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,126,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618355,P:618355,"Construction of of 2 -Lane with paved shoulders road from Tamenglong-Tousem- Lisang-Mahur Road NH-137 starting near Dialong Village from km 10.000 at Dialong to km 31.430 near Old Tamenglong , near Barak River on EPC Mode Package-2",2026-02,12/2025,03/2026,2026-03,3,03/2023,03/2026,12/2025,12/2025,12/2025,12/2025,03/2026,03/2026,03/2026,FlashReport_March_2026.pdf,126,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618357,P:618357,Construction of 2 -Lane with paved shoulders road from Tamenglong to Mahur NH- 137 in Manipur starting from km 54.180 near Azuram to km 80.630 near Mandeu on EPC Mode Package 5,2026-02,04/2025,01/2026,2026-03,9,05/2023,01/2026,04/2025,04/2025,04/2025,04/2025,01/2026,01/2026,01/2026,FlashReport_March_2026.pdf,126,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618375,P:618375,Improvement/Widening to 2-Lane with Paved Shoulder from design Km 45.760 to Km 63.530 between Shillong-Dawki under JICA ODA Loan assistance Phase-II -Balance work Pkg-4,2026-02,07/2026,10/2026,2026-03,3,04/2026,10/2026,07/2026,07/2026,07/2026,07/2026,10/2026,10/2026,10/2026,FlashReport_March_2026.pdf,126,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618376,P:618376,Improvement/Widening to 2-Lane with Paved Shoulder between Shillong-Dawki road up to Bangladesh Border from design Km 10.670 to Km 37.550 under JICA ODA Loan assistance Phase-II -Balance Work-Pkg-2,2026-02,07/2026,12/2026,2026-03,5,08/2026,12/2026,07/2026,07/2026,07/2026,07/2026,12/2026,12/2026,12/2026,FlashReport_March_2026.pdf,126,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618388,P:618388,Construction of 2-laning with Hard shoulder road of Ukhrul - Tolloi - Tadubi section of NH-102A from Design Chainage 50.850 km to 81.870 km in the State of Manipur on EPC mode under NHO-TSP Package -3,2026-02,03/2025,07/2026,2026-03,16,01/2025,07/2026,03/2025,03/2025,03/2025,03/2025,07/2026,07/2026,07/2026,FlashReport_March_2026.pdf,126,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618389,P:618389,Construction of 2-laning with Hard shoulder road of Ukhrul - Tolloi - Tadubi section of NH-102A from Design Chainage 81.870 km to 105.825 km in the State of Manipur on EPC mode under NHO-TSP Package -4,2026-02,10/2025,04/2026,2026-03,6,02/2024,04/2026,10/2025,10/2025,10/2025,10/2025,04/2026,05/2026,05/2026,FlashReport_March_2026.pdf,126,Table 6: All Ongoing Projects,1,True,2025-12;2026-01;2026-02;2026-03;2026-04,SOURCE_VERIFIED,2025-12:FlashReport_December_2025.pdf:p92=10/2025; 2026-01:FlashReport_January_2026.pdf:p113=10/2025; 2026-02:FlashReport_February_2026.pdf:p137=10/2025; 2026-03:FlashReport_March_2026.pdf:p126=04/2026; 2026-04:FlashReport_April2026.pdf:p130=05/2026
618415,P:618415,"Improvement of existing road to 2 laning with Hard Shoulders of Maram-Peren section Package-1B, length- 17.660 km from Design Chainage 22.340 km to 40.000 km on NH-129A in the State of Manipur on EPC mode",2026-02,04/2025,03/2026,2026-03,11,12/2022,03/2026,08/2023,08/2023,04/2025,04/2025,03/2026,03/2026,03/2026,FlashReport_March_2026.pdf,126,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618416,P:618416,"Improvement of existing road to 2 laning with Hard Shoulders of Maram -Peren section Package-1A, length- 22.340Km from Design Chainage 0.000 km to 22.340 km on NH-129A in the State of Manipur on EPC mode",2026-02,06/2025,07/2026,2026-03,13,12/2022,07/2026,02/2023,06/2025,06/2025,06/2025,07/2026,07/2026,07/2026,FlashReport_March_2026.pdf,126,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
618418,P:618418,Rehabilitation and up gradation of Nongstoin-Rambrai-Kyrshai road up to Meghalaya- Assam border from Km 0.335 to km 34.039 to 2-Lane under NHO - NE in the State of Meghalaya Package-1,2026-02,06/2025,05/2026,2026-03,11,05/2024,05/2026,06/2025,06/2025,06/2025,06/2025,05/2026,05/2026,05/2026,FlashReport_March_2026.pdf,127,Table 6: All Ongoing Projects,1,False,,NOT_SAMPLED,March revised completion target is later than the latest prior observed revised target.
